Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†, flag","Shiga toxin-producing Escherichia coli(STEC), Current week","Shiga toxin-producing Escherichia coli(STEC), Current week, flag","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2021†","Shigellosis, Cum 2021†, flag","Shigellosis, Cum 2020†","Shigellosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
PUERTO RICO,2021,26,,-,0,,,-,,-,,-,1,,2,,2,,,-,1,,1,,,-,PUERTO RICO,,20212667,POINT (-66.414655 18.215692)
MAINE,2021,26,,-,0,,,-,,-,,-,3,,10,,5,,,-,2,,4,,2,,MAINE,,20212604,POINT (-69.06137 45.117911)
VIRGINIA,2021,26,,-,0,,,-,,-,1,,12,,112,,93,,2,,6,,64,,71,,VIRGINIA,,20212636,POINT (-78.666382 37.510861)
ARIZONA,2021,26,,-,0,,,-,,-,6,,13,,117,,79,,4,,11,,87,,142,,ARIZONA,,20212649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212664,
WISCONSIN,2021,26,,-,0,,,-,,-,2,,13,,129,,133,,1,,4,,34,,36,,WISCONSIN,,20212619,POINT (-89.732969 44.639954)
IDAHO,2021,26,,-,0,,,-,,-,,-,6,,32,,74,,,-,5,,12,,13,,IDAHO,,20212651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212668,POINT (-64.840836 18.060868)
MICHIGAN,2021,26,,-,0,,,-,,-,,-,9,,1,,69,,,-,4,,4,,76,,MICHIGAN,,20212617,POINT (-85.730977 44.874798)
GEORGIA,2021,26,,-,0,,,-,,-,1,,11,,107,,69,,,-,5,,,-,174,,GEORGIA,,20212632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,26,,-,0,,,-,,-,1,,22,,149,,149,,19,,21,,284,,290,,,NEW YORK CITY,20212612,
ARKANSAS,2021,26,,-,0,,,-,,-,3,,8,,49,,25,,,-,5,,5,,19,,ARKANSAS,,20212644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,26,,-,0,,,-,,-,,-,1,,,-,9,,,-,1,,,-,26,,MISSISSIPPI,,20212641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,26,,-,0,,,-,,-,,-,3,,15,,3,,,-,2,,8,,3,,SOUTH DAKOTA,,20212627,POINT (-100.230491 44.43614)
WYOMING,2021,26,,-,0,,,-,,-,,-,6,,25,,20,,,-,1,,3,,,-,WYOMING,,20212656,POINT (-107.55145 42.999627)
MISSOURI,2021,26,,-,1,,,-,,-,,-,10,,2,,108,,,-,3,,4,,33,,MISSOURI,,20212624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,26,,-,0,,,-,,-,21,,48,,511,,384,,27,,31,,483,,585,,,MIDDLE ATLANTIC,20212609,
CALIFORNIA,2021,26,,-,0,,,-,,-,24,,41,,434,,599,,12,,56,,752,,819,,CALIFORNIA,,20212659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,26,,-,0,,,-,,-,,-,4,,1,,28,,,-,2,,,-,6,,WEST VIRGINIA,,20212637,POINT (-80.613729 38.642579)
FLORIDA,2021,26,,-,0,,,-,,-,,-,18,,180,,238,,,-,16,,181,,303,,FLORIDA,,20212631,POINT (-82.420978 28.260731)
MONTANA,2021,26,,-,0,,,-,,-,,-,7,,45,,37,,,-,2,,,-,9,,MONTANA,,20212652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,26,,-,3,,,-,,-,6,,39,,305,,427,,,-,10,,89,,110,,,WEST NORTH CENTRAL,20212620,
MASSACHUSETTS,2021,26,,-,2,,,-,,-,,-,5,,43,,42,,3,,8,,68,,67,,MASSACHUSETTS,,20212605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,26,,-,3,,,-,,-,20,,42,,495,,438,,8,,23,,274,,343,,,MOUNTAIN,20212648,
INDIANA,2021,26,,-,0,,,-,,-,,-,8,,11,,57,,,-,2,,4,,30,,INDIANA,,20212616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20212669,
US TERRITORIES,2021,26,,-,0,,,-,,-,,-,1,,2,,2,,,-,2,,5,,4,,,US TERRITORIES,20212663,
RHODE ISLAND,2021,34,,-,0,,,-,,-,,-,4,,28,,23,,,-,4,,29,,25,,RHODE ISLAND,,20213407,POINT (-71.534637 41.572574)
DELAWARE,2021,34,,-,0,,,-,,-,,-,3,,13,,15,,,-,1,,7,,7,,DELAWARE,,20213429,POINT (-75.452394 38.994926)
ALABAMA,2021,34,,-,0,,,-,,-,2,,7,,86,,65,,,-,5,,51,,314,,ALABAMA,,20213439,POINT (-86.844516 32.756889)
KANSAS,2021,34,,-,0,,,-,,-,,-,15,,105,,113,,,-,5,,31,,11,,KANSAS,,20213422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,34,,-,0,,,-,,-,,-,12,,62,,154,,,-,6,,65,,150,,NORTH CAROLINA,,20213434,POINT (-79.130883 35.52603)
TOTAL,2021,29,,-,4,,,-,,-,139,,256,,4470,,4549,,74,,176,,3419,,5352,,,TOTAL,20212970,
US RESIDENTS,2021,29,,-,4,,,-,,-,139,,256,,4468,,4547,,74,,176,,3414,,5345,,,US RESIDENTS,20212901,
NEW HAMPSHIRE,2021,29,,-,0,,,-,,-,1,,2,,13,,11,,,-,3,,5,,1,,NEW HAMPSHIRE,,20212906,POINT (-71.57139 43.680429)
NEW YORK,2021,29,,-,0,,,-,,-,13,,21,,269,,146,,3,,7,,86,,92,,NEW YORK,,20212911,POINT (-75.59655 42.921241)
PACIFIC,2021,29,,-,1,,,-,,-,29,,51,,704,,853,,21,,67,,1160,,1072,,,PACIFIC,20212957,
WEST SOUTH CENTRAL,2021,29,,-,0,,,-,,-,21,,60,,452,,342,,2,,33,,266,,1283,,,WEST SOUTH CENTRAL,20212943,
NEBRASKA,2021,29,,-,0,,,-,,-,12,,13,,112,,81,,1,,4,,23,,22,,NEBRASKA,,20212925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,29,,-,0,,,-,,-,6,,18,,197,,249,,2,,10,,95,,444,,,EAST SOUTH CENTRAL,20212938,
NORTH DAKOTA,2021,29,,-,3,,,-,,-,,-,5,,20,,22,,,-,2,,1,,8,,NORTH DAKOTA,,20212926,POINT (-100.46931 47.446305)
NEVADA,2021,29,,-,0,,,-,,-,,-,5,,34,,21,,,-,6,,45,,39,,NEVADA,,20212953,POINT (-114.916992 39.283294)
ILLINOIS,2021,29,,-,0,,,-,,-,,-,14,,100,,197,,,-,12,,106,,145,,ILLINOIS,,20212915,POINT (-89.148632 40.124144)
IOWA,2021,29,,-,0,,,-,,-,,-,26,,221,,212,,,-,6,,37,,42,,IOWA,,20212921,POINT (-93.500061 42.074659)
TEXAS,2021,29,,-,0,,,-,,-,16,,53,,322,,198,,,-,32,,212,,1019,,TEXAS,,20212947,POINT (-99.317341 31.447238)
ALASKA,2021,29,,-,0,,,-,,-,,-,1,,5,,6,,,-,1,,3,,1,,ALASKA,,20212958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,29,,-,0,,,-,,-,,-,2,,,-,3,,,-,1,,1,,25,,DISTRICT OF COLUMBIA,,20212930,POINT (-77.016275 38.904785)
WASHINGTON,2021,29,,-,0,,,-,,-,,-,2,,4,,55,,4,,15,,187,,85,,WASHINGTON,,20212962,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,29,,-,2,,,-,,-,2,,11,,109,,145,,1,,10,,127,,137,,,NEW ENGLAND,20212902,
RHODE ISLAND,2021,29,,-,0,,,-,,-,,-,4,,19,,16,,,-,4,,23,,24,,RHODE ISLAND,,20212907,POINT (-71.534637 41.572574)
OREGON,2021,29,,-,1,,,-,,-,11,,13,,132,,105,,4,,23,,69,,63,,OREGON,,20212961,POINT (-120.605279 43.940449)
DELAWARE,2021,29,,-,0,,,-,,-,,-,3,,12,,9,,,-,1,,6,,5,,DELAWARE,,20212929,POINT (-75.452394 38.994926)
ALABAMA,2021,29,,-,0,,,-,,-,6,,7,,64,,49,,2,,5,,37,,306,,ALABAMA,,20212939,POINT (-86.844516 32.756889)
KANSAS,2021,29,,-,0,,,-,,-,,-,7,,53,,89,,1,,5,,27,,10,,KANSAS,,20212922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,29,,-,0,,,-,,-,,-,12,,47,,123,,,-,6,,50,,132,,NORTH CAROLINA,,20212934,POINT (-79.130883 35.52603)
GUAM,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,4,,GUAM,,20212966,POINT (144.653198 13.3532)
NEW JERSEY,2021,29,,-,0,,,-,,-,,-,5,,5,,10,,3,,10,,103,,113,,NEW JERSEY,,20212910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,29,,-,0,,,-,,-,1,,5,,20,,15,,1,,4,,31,,37,,NEW MEXICO,,20212954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,29,,-,0,,,-,,-,6,,44,,490,,702,,1,,21,,263,,420,,,EAST NORTH CENTRAL,20212914,
TENNESSEE,2021,29,,-,0,,,-,,-,,-,11,,119,,127,,,-,7,,45,,83,,TENNESSEE,,20212942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,29,,-,0,,,-,,-,,-,4,,15,,39,,,-,5,,20,,30,,CONNECTICUT,,20212903,POINT (-72.738288 41.575155)
MARYLAND,2021,29,,-,0,,,-,,-,4,,10,,94,,59,,1,,7,,62,,68,,MARYLAND,,20212933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,29,,-,0,,,-,,-,2,,5,,37,,39,,,-,3,,15,,39,,SOUTH CAROLINA,,20212935,POINT (-80.864614 33.878572)
OKLAHOMA,2021,29,,-,0,,,-,,-,4,,10,,69,,75,,2,,11,,16,,109,,OKLAHOMA,,20212946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212965,POINT (145.725693 15.1834)
OHIO,2021,29,,-,0,,,-,,-,,-,17,,211,,179,,,-,10,,109,,123,,OHIO,,20212918,POINT (-82.70936 40.415534)
MINNESOTA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212923,POINT (-94.198308 46.349153)
LOUISIANA,2021,29,,-,0,,,-,,-,,-,5,,7,,42,,,-,5,,33,,136,,LOUISIANA,,20212945,POINT (-91.840238 30.921314)
HAWAII,2021,29,,-,0,,,-,,-,,-,2,,3,,3,,,-,3,,15,,28,,HAWAII,,20212960,POINT (-157.854309 21.361013)
NEW JERSEY,2021,34,,-,0,,,-,,-,,-,5,,10,,17,,1,,12,,127,,124,,NEW JERSEY,,20213410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,34,,-,0,,,-,,-,,-,5,,25,,24,,,-,4,,40,,43,,NEW MEXICO,,20213454,POINT (-106.108388 34.421369)
SOUTH ATLANTIC,2021,29,,-,0,,,-,,-,16,,48,,712,,714,,5,,29,,432,,856,,,SOUTH ATLANTIC,20212928,
PENNSYLVANIA,2021,29,,-,0,,,-,,-,6,,12,,180,,145,,3,,10,,74,,108,,PENNSYLVANIA,,20212913,POINT (-77.838886 40.896694)
UTAH,2021,29,,-,0,,,-,,-,1,,10,,98,,96,,1,,3,,25,,24,,UTAH,,20212955,POINT (-111.678222 39.323779)
COLORADO,2021,29,,-,3,,,-,,-,14,,24,,232,,141,,5,,17,,106,,108,,COLORADO,,20212950,POINT (-105.547832 38.998552)
VERMONT,2021,29,,-,0,,,-,,-,,-,4,,2,,23,,,-,1,,1,,7,,VERMONT,,20212908,POINT (-72.662695 44.075252)
KENTUCKY,2021,29,,-,0,,,-,,-,,-,6,,13,,63,,,-,2,,6,,29,,KENTUCKY,,20212940,POINT (-85.290484 37.526683)
PUERTO RICO,2021,29,,-,0,,,-,,-,,-,1,,2,,2,,,-,1,,1,,,-,PUERTO RICO,,20212967,POINT (-66.414655 18.215692)
MAINE,2021,29,,-,0,,,-,,-,1,,3,,12,,6,,,-,2,,4,,2,,MAINE,,20212904,POINT (-69.06137 45.117911)
VIRGINIA,2021,29,,-,0,,,-,,-,10,,14,,148,,108,,4,,6,,81,,78,,VIRGINIA,,20212936,POINT (-78.666382 37.510861)
ARIZONA,2021,29,,-,0,,,-,,-,12,,15,,148,,95,,6,,11,,113,,150,,ARIZONA,,20212949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212964,
WISCONSIN,2021,29,,-,0,,,-,,-,6,,12,,167,,165,,1,,4,,40,,41,,WISCONSIN,,20212919,POINT (-89.732969 44.639954)
IDAHO,2021,29,,-,0,,,-,,-,,-,6,,32,,84,,,-,5,,12,,14,,IDAHO,,20212951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212968,POINT (-64.840836 18.060868)
MICHIGAN,2021,29,,-,0,,,-,,-,,-,9,,1,,88,,,-,4,,4,,80,,MICHIGAN,,20212917,POINT (-85.730977 44.874798)
GEORGIA,2021,29,,-,0,,,-,,-,,-,10,,140,,88,,,-,5,,,-,184,,GEORGIA,,20212932,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,29,,-,0,,,-,,-,,-,22,,201,,184,,18,,23,,349,,319,,,NEW YORK CITY,20212912,
ARKANSAS,2021,29,,-,0,,,-,,-,1,,8,,54,,27,,,-,5,,5,,19,,ARKANSAS,,20212944,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,29,,-,0,,,-,,-,,-,1,,1,,10,,,-,2,,7,,26,,MISSISSIPPI,,20212941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,29,,-,0,,,-,,-,,-,5,,24,,3,,,-,2,,9,,3,,SOUTH DAKOTA,,20212927,POINT (-100.230491 44.43614)
WYOMING,2021,29,,-,0,,,-,,-,,-,6,,27,,22,,,-,1,,3,,,-,WYOMING,,20212956,POINT (-107.55145 42.999627)
MISSOURI,2021,29,,-,1,,,-,,-,,-,9,,76,,128,,,-,3,,27,,35,,MISSOURI,,20212924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,29,,-,0,,,-,,-,19,,48,,655,,485,,27,,37,,612,,632,,,MIDDLE ATLANTIC,20212909,
CALIFORNIA,2021,29,,-,0,,,-,,-,18,,43,,560,,684,,13,,56,,886,,895,,CALIFORNIA,,20212959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,29,,-,0,,,-,,-,,-,4,,1,,36,,,-,2,,,-,7,,WEST VIRGINIA,,20212937,POINT (-80.613729 38.642579)
FLORIDA,2021,29,,-,0,,,-,,-,,-,20,,233,,249,,,-,16,,217,,318,,FLORIDA,,20212931,POINT (-82.420978 28.260731)
MONTANA,2021,29,,-,0,,,-,,-,,-,7,,52,,48,,,-,2,,,-,9,,MONTANA,,20212952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,29,,-,3,,,-,,-,12,,40,,506,,535,,2,,17,,124,,120,,,WEST NORTH CENTRAL,20212920,
MASSACHUSETTS,2021,29,,-,2,,,-,,-,,-,6,,48,,50,,1,,6,,74,,73,,MASSACHUSETTS,,20212905,POINT (-71.481104 42.151077)
MOUNTAIN,2021,29,,-,3,,,-,,-,28,,53,,643,,522,,13,,24,,335,,381,,,MOUNTAIN,20212948,
INDIANA,2021,29,,-,0,,,-,,-,,-,5,,11,,73,,,-,2,,4,,31,,INDIANA,,20212916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20212969,
US TERRITORIES,2021,29,,-,0,,,-,,-,,-,1,,2,,2,,,-,2,,5,,4,,,US TERRITORIES,20212963,
EAST NORTH CENTRAL,2021,34,,-,0,,,-,,-,3,,44,,666,,879,,,-,21,,328,,490,,,EAST NORTH CENTRAL,20213414,
TENNESSEE,2021,34,,-,0,,,-,,-,1,,16,,176,,158,,,-,7,,51,,100,,TENNESSEE,,20213442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,34,,-,0,,,-,,-,,-,6,,55,,49,,,-,6,,43,,35,,CONNECTICUT,,20213403,POINT (-72.738288 41.575155)
MARYLAND,2021,34,,-,0,,,-,,-,11,,10,,135,,72,,1,,8,,72,,83,,MARYLAND,,20213433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,34,,-,0,,,-,,-,1,,5,,45,,48,,,-,4,,27,,44,,SOUTH CAROLINA,,20213435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,34,,-,0,,,-,,-,2,,10,,76,,90,,,-,11,,22,,111,,OKLAHOMA,,20213446,POINT (-97.508297 35.583449)
OHIO,2021,34,,-,0,,,-,,-,,-,18,,275,,231,,,-,10,,132,,148,,OHIO,,20213418,POINT (-82.70936 40.415534)
MINNESOTA,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213423,POINT (-94.198308 46.349153)
LOUISIANA,2021,34,,-,0,,,-,,-,,-,3,,7,,51,,4,,5,,38,,147,,LOUISIANA,,20213445,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2021,34,,-,0,,,-,,-,19,,52,,943,,859,,4,,35,,559,,996,,,SOUTH ATLANTIC,20213428,
PENNSYLVANIA,2021,34,,-,0,,,-,,-,2,,20,,248,,203,,2,,10,,101,,130,,PENNSYLVANIA,,20213413,POINT (-77.838886 40.896694)
UTAH,2021,34,,-,0,,,-,,-,,-,12,,142,,121,,,-,5,,38,,30,,UTAH,,20213455,POINT (-111.678222 39.323779)
COLORADO,2021,34,,-,3,,,-,,-,5,,26,,311,,182,,1,,13,,125,,154,,COLORADO,,20213450,POINT (-105.547832 38.998552)
VERMONT,2021,34,,-,0,,,-,,-,,-,2,,2,,31,,,-,1,,1,,7,,VERMONT,,20213408,POINT (-72.662695 44.075252)
KENTUCKY,2021,34,,-,0,,,-,,-,,-,5,,17,,79,,,-,2,,8,,35,,KENTUCKY,,20213440,POINT (-85.290484 37.526683)
MAINE,2021,34,,-,0,,,-,,-,,-,3,,20,,6,,,-,2,,4,,2,,MAINE,,20213404,POINT (-69.06137 45.117911)
VIRGINIA,2021,34,,-,0,,,-,,-,6,,14,,186,,135,,3,,7,,108,,94,,VIRGINIA,,20213436,POINT (-78.666382 37.510861)
ARIZONA,2021,34,,-,0,,,-,,-,4,,17,,198,,116,,14,,13,,164,,168,,ARIZONA,,20213449,POINT (-111.664616 34.293239)
WISCONSIN,2021,34,,-,0,,,-,,-,3,,19,,247,,206,,,-,6,,53,,53,,WISCONSIN,,20213419,POINT (-89.732969 44.639954)
IDAHO,2021,34,,-,0,,,-,,-,,-,6,,32,,95,,,-,5,,12,,14,,IDAHO,,20213451,POINT (-114.659366 44.389073)
MICHIGAN,2021,34,,-,0,,,-,,-,,-,9,,1,,116,,,-,4,,4,,87,,MICHIGAN,,20213417,POINT (-85.730977 44.874798)
GEORGIA,2021,34,,-,0,,,-,,-,1,,13,,196,,108,,,-,2,,,-,194,,GEORGIA,,20213432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,34,,-,0,,,-,,-,,-,22,,274,,231,,15,,28,,447,,362,,,NEW YORK CITY,20213412,
ARKANSAS,2021,34,,-,0,,,-,,-,,-,8,,67,,37,,,-,5,,5,,21,,ARKANSAS,,20213444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,34,,-,0,,,-,,-,,-,1,,1,,10,,,-,2,,7,,27,,MISSISSIPPI,,20213441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,34,,-,0,,,-,,-,,-,15,,42,,55,,,-,2,,9,,6,,SOUTH DAKOTA,,20213427,POINT (-100.230491 44.43614)
WYOMING,2021,34,,-,0,,,-,,-,,-,3,,36,,31,,,-,1,,3,,,-,WYOMING,,20213456,POINT (-107.55145 42.999627)
MISSOURI,2021,34,,-,0,,,-,,-,,-,9,,76,,163,,,-,3,,27,,36,,MISSOURI,,20213424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,34,,-,0,,,-,,-,18,,70,,909,,678,,28,,43,,798,,723,,,MIDDLE ATLANTIC,20213409,
WEST VIRGINIA,2021,34,,-,0,,,-,,-,,-,4,,1,,42,,,-,2,,,-,9,,WEST VIRGINIA,,20213437,POINT (-80.613729 38.642579)
FLORIDA,2021,34,,-,0,,,-,,-,,-,20,,305,,282,,,-,18,,274,,389,,FLORIDA,,20213431,POINT (-82.420978 28.260731)
MONTANA,2021,34,,-,0,,,-,,-,,-,8,,58,,61,,,-,2,,2,,10,,MONTANA,,20213452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,34,,-,3,,,-,,-,3,,47,,717,,733,,1,,17,,148,,140,,,WEST NORTH CENTRAL,20213420,
MASSACHUSETTS,2021,34,,-,2,,,-,,-,,-,6,,66,,63,,4,,6,,101,,86,,MASSACHUSETTS,,20213405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,34,,-,3,,,-,,-,9,,56,,852,,653,,15,,29,,437,,465,,,MOUNTAIN,20213448,
INDIANA,2021,34,,-,0,,,-,,-,,-,5,,11,,86,,,-,2,,4,,34,,INDIANA,,20213416,POINT (-86.2818 39.919991)
TOTAL,2021,52,,-,0,,,-,,-,34,,478,,10391,,9457,,43,,351,,7942,,8775,,,TOTAL,20215270,
US RESIDENTS,2021,52,,-,0,,,-,,-,34,,478,,10384,,9450,,43,,351,,7937,,8768,,,US RESIDENTS,20215201,
NEW HAMPSHIRE,2021,52,,-,0,,,-,,-,,-,2,,20,,22,,,-,3,,8,,8,,NEW HAMPSHIRE,,20215206,POINT (-71.57139 43.680429)
NEW YORK,2021,52,,-,0,,,-,,-,7,,38,,601,,350,,2,,16,,212,,159,,NEW YORK,,20215211,POINT (-75.59655 42.921241)
PACIFIC,2021,52,,-,0,,,-,,-,10,,315,,1761,,1457,,9,,240,,2747,,1942,,,PACIFIC,20215257,
WEST SOUTH CENTRAL,2021,52,,-,0,,,-,,-,5,,71,,1033,,784,,5,,42,,668,,1705,,,WEST SOUTH CENTRAL,20215243,
TOTAL,2021,36,,-,3,,,-,,-,68,,326,,6509,,6504,,71,,208,,4720,,6542,,,TOTAL,20213670,
NEW HAMPSHIRE,2021,36,,-,0,,,-,,-,,-,2,,18,,15,,,-,3,,8,,3,,NEW HAMPSHIRE,,20213606,POINT (-71.57139 43.680429)
NEW YORK,2021,36,,-,0,,,-,,-,15,,37,,411,,249,,7,,16,,145,,115,,NEW YORK,,20213611,POINT (-75.59655 42.921241)
NEBRASKA,2021,36,,-,0,,,-,,-,5,,13,,152,,113,,2,,4,,35,,31,,NEBRASKA,,20213625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,36,,-,0,,,-,,-,1,,24,,297,,330,,1,,9,,118,,494,,,EAST SOUTH CENTRAL,20213638,
NORTH DAKOTA,2021,36,,-,3,,,-,,-,,-,7,,39,,36,,,-,1,,1,,10,,NORTH DAKOTA,,20213626,POINT (-100.46931 47.446305)
ILLINOIS,2021,36,,-,0,,,-,,-,,-,15,,139,,251,,,-,12,,149,,181,,ILLINOIS,,20213615,POINT (-89.148632 40.124144)
IOWA,2021,36,,-,0,,,-,,-,,-,29,,343,,282,,,-,6,,51,,49,,IOWA,,20213621,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2021,36,,-,0,,,-,,-,,-,2,,,-,3,,,-,2,,6,,26,,DISTRICT OF COLUMBIA,,20213630,POINT (-77.016275 38.904785)
NEW ENGLAND,2021,36,,-,2,,,-,,-,1,,14,,205,,202,,3,,11,,198,,166,,,NEW ENGLAND,20213602,
RHODE ISLAND,2021,36,,-,0,,,-,,-,,-,4,,28,,24,,,-,4,,30,,25,,RHODE ISLAND,,20213607,POINT (-71.534637 41.572574)
NEBRASKA,2021,52,,-,0,,,-,,-,1,,12,,191,,149,,,-,5,,52,,38,,NEBRASKA,,20215225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,52,,-,0,,,-,,-,,-,32,,546,,528,,,-,11,,254,,596,,,EAST SOUTH CENTRAL,20215238,
NORTH DAKOTA,2021,52,,-,0,,,-,,-,,-,15,,64,,48,,,-,1,,2,,10,,NORTH DAKOTA,,20215226,POINT (-100.46931 47.446305)
NEVADA,2021,52,,-,0,,,-,,-,,-,5,,65,,40,,,-,6,,72,,65,,NEVADA,,20215253,POINT (-114.916992 39.283294)
ILLINOIS,2021,52,,-,0,,,-,,-,,-,19,,330,,354,,,-,14,,244,,244,,ILLINOIS,,20215215,POINT (-89.148632 40.124144)
IOWA,2021,52,,-,0,,,-,,-,,-,30,,462,,360,,,-,7,,63,,62,,IOWA,,20215221,POINT (-93.500061 42.074659)
TEXAS,2021,52,,-,0,,,-,,-,1,,30,,672,,489,,3,,23,,531,,1371,,TEXAS,,20215247,POINT (-99.317341 31.447238)
TOTAL,2021,30,,-,4,,,-,,-,143,,273,,4811,,4761,,93,,176,,3647,,5506,,,TOTAL,20213070,
US RESIDENTS,2021,30,,-,4,,,-,,-,143,,273,,4809,,4759,,93,,176,,3642,,5499,,,US RESIDENTS,20213001,
NEW HAMPSHIRE,2021,30,,-,0,,,-,,-,,-,2,,14,,12,,,-,3,,5,,1,,NEW HAMPSHIRE,,20213006,POINT (-71.57139 43.680429)
NEW YORK,2021,30,,-,0,,,-,,-,36,,21,,306,,167,,10,,7,,96,,93,,NEW YORK,,20213011,POINT (-75.59655 42.921241)
PACIFIC,2021,30,,-,1,,,-,,-,23,,51,,747,,881,,21,,67,,1246,,1130,,,PACIFIC,20213057,
WEST SOUTH CENTRAL,2021,30,,-,0,,,-,,-,13,,60,,471,,349,,3,,33,,270,,1289,,,WEST SOUTH CENTRAL,20213043,
NEBRASKA,2021,30,,-,0,,,-,,-,5,,13,,117,,85,,1,,4,,25,,26,,NEBRASKA,,20213025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,30,,-,0,,,-,,-,4,,15,,222,,267,,,-,10,,99,,448,,,EAST SOUTH CENTRAL,20213038,
NORTH DAKOTA,2021,30,,-,3,,,-,,-,,-,5,,28,,26,,,-,2,,1,,8,,NORTH DAKOTA,,20213026,POINT (-100.46931 47.446305)
